# HOSTNAME = host
openmp,n_threads,par_loop,rep,elapsed_time,result
False,1,0,1,1.403136732056737,1224947712
False,1,0,2,1.5528941415250301,1224947712
False,1,0,3,1.3038875851780176,1224947712
False,1,0,4,1.3643717914819717,1224947712
False,1,0,5,1.4220257764682174,1224947712
False,1,0,6,1.5585502153262496,1224947712
False,1,0,7,1.3488440243527293,1224947712
False,1,0,8,1.2917193956673145,1224947712
False,1,0,9,1.5357707357034087,1224947712
False,1,0,10,1.3754200479015708,1224947712
True,1,0,1,1.427172252908349,1224947712
True,1,0,2,1.418367875739932,1224947712
True,1,0,3,1.3325094589963555,1224947712
True,1,0,4,1.574071598239243,1224947712
True,1,0,5,1.4762532971799374,1224947712
