# HOSTNAME = host
openmp,n_threads,par_loop,rep,elapsed_time,result
False,1,0,1,0.0019639115780591965,
False,1,0,2,0.0018665827810764313,
False,1,0,3,0.0018492145463824272,
False,1,0,4,0.0018728934228420258,
False,1,0,5,0.001840321347117424,
False,1,0,6,0.0016396669670939445,
False,1,0,7,0.0020553041249513626,
False,1,0,8,0.0019068429246544838,
False,1,0,9,0.0018346691504120827,
False,1,0,10,0.0018234308809041977,
True,1,0,1,0.0018069809302687645,
True,1,0,2,0.0018165213987231255,
True,1,0,3,0.0018189921975135803,
True,1,0,4,0.0018224604427814484,
True,1,0,5,0.0020509958267211914,
True,1,0,6,0.002163071185350418,
True,1,0,7,0.0020087305456399918,
True,1,0,8,0.0020836926996707916,
True,1,0,9,0.0018701590597629547,
True,1,0,10,0.0018845219165086746,
True,2,0,1,0.0019988594576716423,
True,2,0,2,0.002109176479279995,
True,2,0,3,0.002100132405757904,
True,2,0,4,0.0016417736187577248,
True,2,0,5,0.0020907381549477577,
True,2,0,6,0.0016876114532351494,
True,2,0,7,0.0018928637728095055,
True,2,0,8,0.0017574876546859741,
True,2,0,9,0.0018519554287195206,
True,2,0,10,0.0015947064384818077,
True,3,0,1,0.0018261885270476341,
True,3,0,2,0.0016472646966576576,
True,3,0,3,0.001545194536447525,
True,3,0,4,0.0014937268570065498,
True,3,0,5,0.0014980332925915718,
True,3,0,6,0.0015823962166905403,
True,3,0,7,0.001598692499101162,
True,3,0,8,0.0016096848994493484,
True,3,0,9,0.0015796143561601639,
True,3,0,10,0.0016028499230742455,
True,4,0,1,0.0015742098912596703,
True,4,0,2,0.001976780593395233,
True,4,0,3,0.001656954176723957,
True,4,0,4,0.0016254689544439316,
True,4,0,5,0.0014755642041563988,
True,4,0,6,0.0014859503135085106,
True,4,0,7,0.0014409376308321953,
True,4,0,8,0.0014816923066973686,
True,4,0,9,0.001963668502867222,
True,4,0,10,0.0021784501150250435,
True,5,0,1,0.002050042152404785,
True,5,0,2,0.001967235468327999,
True,5,0,3,0.001994027756154537,
True,5,0,4,0.0015211841091513634,
True,5,0,5,0.0018067117780447006,
True,5,0,6,0.0016661174595355988,
True,5,0,7,0.0015704883262515068,
True,5,0,8,0.0014612926170229912,
True,5,0,9,0.0014958567917346954,
True,5,0,10,0.0014249663800001144,
True,6,0,1,0.0014703022316098213,
True,6,0,2,0.0020831655710935593,
True,6,0,3,0.0015236381441354752,
True,6,0,4,0.0014581438153982162,
True,6,0,5,0.0014309557154774666,
True,6,0,6,0.0014342479407787323,
True,6,0,7,0.0014431960880756378,
True,6,0,8,0.0014512911438941956,
True,6,0,9,0.0014313682913780212,
True,6,0,10,0.001478726975619793,
True,7,0,1,0.0015446627512574196,
True,7,0,2,0.0016313232481479645,
True,7,0,3,0.0017770957201719284,
True,7,0,4,0.0016255062073469162,
True,7,0,5,0.001719750463962555,
True,7,0,6,0.0014433274045586586,
True,7,0,7,0.0014640046283602715,
True,7,0,8,0.001408941112458706,
True,7,0,9,0.001454443670809269,
True,7,0,10,0.0014267992228269577,
True,8,0,1,0.0014217076823115349,
True,8,0,2,0.0014517977833747864,
True,8,0,3,0.001392517238855362,
True,8,0,4,0.0014550378546118736,
True,8,0,5,0.0014009354636073112,
True,8,0,6,0.0014180038124322891,
True,8,0,7,0.0014234855771064758,
True,8,0,8,0.0014407709240913391,
True,8,0,9,0.0014575561508536339,
True,8,0,10,0.0014022476971149445,
True,9,0,1,0.0013928459957242012,
True,9,0,2,0.001423063687980175,
True,9,0,3,0.0014216965064406395,
True,9,0,4,0.0015035690739750862,
True,9,0,5,0.0014437809586524963,
True,9,0,6,0.0014445045962929726,
True,9,0,7,0.0014418195933103561,
True,9,0,8,0.0014536231756210327,
True,9,0,9,0.0014613457024097443,
True,9,0,10,0.0014406554400920868,
True,10,0,1,0.0015667136758565903,
True,10,0,2,0.0014362344518303871,
True,10,0,3,0.0014042966067790985,
True,10,0,4,0.0014270264655351639,
True,10,0,5,0.0013547604903578758,
True,10,0,6,0.0014241235330700874,
True,10,0,7,0.0013903304934501648,
True,10,0,8,0.0013940809294581413,
True,10,0,9,0.0014155078679323196,
True,10,0,10,0.0013794517144560814,
True,11,0,1,0.0014361739158630371,
True,11,0,2,0.0013632439076900482,
True,11,0,3,0.0013854987919330597,
True,11,0,4,0.0014386912807822227,
True,11,0,5,0.0013765059411525726,
True,11,0,6,0.0015225531533360481,
True,11,0,7,0.0013776281848549843,
True,11,0,8,0.0014419546350836754,
True,11,0,9,0.0013907905668020248,
True,11,0,10,0.0013799872249364853,
True,12,0,1,0.0014174561947584152,
True,12,0,2,0.0013790745288133621,
True,12,0,3,0.0013798540458083153,
