# HOSTNAME=login-0001
# N=12000
# DEBUG=0
# NUM_ITERS=20
# BLOCK_SIZE=200
ALGO,NUM_THREADS,REP,RUNNING_TIME,OUTPUT
0,,1,8.510517091024667,-1839653588
0,,2,8.506544195115566,-1839653588
0,,3,8.586526593193412,-1839653588
0,,4,8.511511134915054,-1839653588
0,,5,8.505962144117802,-1839653588
0,,6,8.505814080126584,-1839653588
0,,7,8.504751495085657,-1839653588
0,,8,8.505416934378445,-1839653588
0,,9,8.523114974144846,-1839653588
0,,10,8.505443425383419,-1839653588
1,1,1,16.49950257409364,-1839653588
1,1,2,16.497661076951772,-1839653588
1,1,3,16.506749416701496,-1839653588
1,1,4,16.553353031165898,-1839653588
1,1,5,16.49698542477563,-1839653588
1,1,6,16.494317520875484,-1839653588
1,1,7,16.550398194696754,-1839653588
1,1,8,16.49581977305934,-1839653588
1,1,9,16.50427841115743,-1839653588
1,1,10,16.529839153867215,-1839653588
1,2,1,17.066091912332922,-1839653588
1,2,2,17.062485293019563,-1839653588
1,2,3,17.007398648187518,-1839653588
1,2,4,17.03450666833669,-1839653588
1,2,5,17.0048142708838,-1839653588
1,2,6,17.024648018646985,-1839653588
1,2,7,17.001823848113418,-1839653588
1,2,8,17.13761302595958,-1839653588
1,2,9,17.00649838289246,-1839653588
1,2,10,17.012706321198493,-1839653588
1,3,1,17.424129080958664,-1839653588
1,3,2,17.430355416610837,-1839653588
1,3,3,17.423407977912575,-1839653588
1,3,4,17.408916553948075,-1839653588
1,3,5,17.475016187876463,-1839653588
1,3,6,17.485646748915315,-1839653588
1,3,7,17.466868919786066,-1839653588
1,3,8,17.405476589221507,-1839653588
1,3,9,17.434957809746265,-1839653588
1,3,10,17.391278070863336,-1839653588
1,4,1,17.785801643971354,-1839653588
1,4,2,17.911177895963192,-1839653588
1,4,3,17.845102009829134,-1839653588
1,4,4,17.775387552101165,-1839653588
1,4,5,17.764905002899468,-1839653588
1,4,6,17.815583329182118,-1839653588
1,4,7,17.820424980018288,-1839653588
1,4,8,17.87427140213549,-1839653588
1,4,9,17.841154233086854,-1839653588
1,4,10,17.827632849104702,-1839653588
1,5,1,18.327347073238343,-1839653588
1,5,2,18.300964158028364,-1839653588
1,5,3,18.28396375477314,-1839653588
1,5,4,18.33496346278116,-1839653588
1,5,5,18.34974635904655,-1839653588
1,5,6,18.44957468798384,-1839653588
1,5,7,18.28489757189527,-1839653588
1,5,8,18.350211724173278,-1839653588
1,5,9,18.423671463038772,-1839653588
1,5,10,18.346952645573765,-1839653588
1,6,1,18.990121215116233,-1839653588
1,6,2,18.991327304858714,-1839653588
1,6,3,19.02650229493156,-1839653588
1,6,4,18.970866618212312,-1839653588
1,6,5,19.09542410308495,-1839653588
1,6,6,18.98959501599893,-1839653588
1,6,7,18.93540209112689,-1839653588
1,6,8,18.990776191931218,-1839653588
1,6,9,18.968813637271523,-1839653588
1,6,10,18.955133548937738,-1839653588
1,7,1,19.6315478249453,-1839653588
1,7,2,19.594520524609834,-1839653588
1,7,3,19.639801293145865,-1839653588
1,7,4,19.626107096206397,-1839653588
1,7,5,19.724336674902588,-1839653588
1,7,6,19.638138610869646,-1839653588
1,7,7,19.680697332136333,-1839653588
1,7,8,19.562256201636046,-1839653588
1,7,9,19.79057094315067,-1839653588
1,7,10,19.774598982185125,-1839653588
1,8,1,20.277533513028175,-1839653588
1,8,2,20.440292804967612,-1839653588
1,8,3,20.35579846892506,-1839653588
1,8,4,20.40152622386813,-1839653588
1,8,5,20.37996123218909,-1839653588
1,8,6,20.48022907366976,-1839653588
1,8,7,20.546821086667478,-1839653588
1,8,8,20.48172057280317,-1839653588
1,8,9,20.282421425916255,-1839653588
1,8,10,20.363746250979602,-1839653588
1,9,1,21.115934507921338,-1839653588
1,9,2,21.70744008431211,-1839653588
1,9,3,21.518602234777063,-1839653588
1,9,4,21.38194330735132,-1839653588
1,9,5,21.427707786206156,-1839653588
1,9,6,21.225968887098134,-1839653588
1,9,7,21.507457479834557,-1839653588
1,9,8,21.569620167836547,-1839653588
1,9,9,21.39379481272772,-1839653588
1,9,10,21.628627182915807,-1839653588
1,10,1,22.64312627678737,-1839653588
1,10,2,22.63699932815507,-1839653588
1,10,3,22.310847393237054,-1839653588
1,10,4,22.413537592627108,-1839653588
1,10,5,21.935558296274394,-1839653588
1,10,6,22.580008261371404,-1839653588
1,10,7,22.287668471224606,-1839653588
1,10,8,22.687539282720536,-1839653588
1,10,9,22.57427071686834,-1839653588
1,10,10,22.479647856205702,-1839653588
1,11,1,23.165861640125513,-1839653588
1,11,2,23.315585259813815,-1839653588
1,11,3,23.126873235683888,-1839653588
1,11,4,23.25772613333538,-1839653588
1,11,5,23.232043478172272,-1839653588
1,11,6,23.516607127618045,-1839653588
1,11,7,23.309390995185822,-1839653588
1,11,8,23.418641939293593,-1839653588
1,11,9,23.216779186856,-1839653588
1,11,10,23.285390069708228,-1839653588
1,12,1,23.826891716104,-1839653588
1,12,2,23.724750143941492,-1839653588
