# HOSTNAME=host
# N=12000
# DEBUG=0
# NUM_ITERS=20
# BLOCK_SIZE=200
ALGO,NUM_THREADS,REP,RUNNING_TIME,OUTPUT
2,2,7,9.584303449839354,-1839653588
2,2,8,8.324057810939848,-1839653588
2,2,9,8.859241990372539,-1839653588
2,2,10,6.0040955897420645,-1839653588
2,3,1,6.6557506415992975,-1839653588
2,3,2,6.735448705032468,-1839653588
2,3,3,4.666456536389887,-1839653588
2,3,4,6.95350353512913,-1839653588
2,3,5,6.595375041477382,-1839653588
2,3,6,6.751955305226147,-1839653588
2,3,7,7.133873164653778,-1839653588
2,3,8,6.897380198352039,-1839653588
2,3,9,6.423619487322867,-1839653588
2,3,10,6.848289222456515,-1839653588
2,4,1,5.407788862474263,-1839653588
2,4,2,4.587321387603879,-1839653588
2,4,3,2.9377266885712743,-1839653588
2,4,4,2.745385803282261,-1839653588
2,4,5,4.90849619731307,-1839653588
2,4,6,4.59712309576571,-1839653588
2,4,7,5.198280590586364,-1839653588
2,4,8,5.396323100663722,-1839653588
2,4,9,3.502489688806236,-1839653588
2,4,10,5.62269173655659,-1839653588
2,5,1,4.641162686049938,-1839653588
2,5,2,4.527559284120798,-1839653588
2,5,3,3.000043438747525,-1839653588
2,5,4,4.423585129901767,-1839653588
2,5,5,4.367705816403031,-1839653588
2,5,6,4.447467906400561,-1839653588
2,5,7,2.846073392778635,-1839653588
2,5,8,4.570850634016097,-1839653588
2,5,9,4.063789354637265,-1839653588
2,5,10,3.4345238506793976,-1839653588
2,6,1,3.5106154875829816,-1839653588
2,6,2,3.716956621967256,-1839653588
2,6,3,3.740642168559134,-1839653588
2,6,4,3.7768457420170307,-1839653588
2,6,5,2.882095815613866,-1839653588
2,6,6,2.9647282231599092,-1839653588
2,6,7,3.6757765226066113,-1839653588
2,6,8,3.626172039657831,-1839653588
2,6,9,3.2676375852897763,-1839653588
2,6,10,1.9814950469881296,-1839653588
2,7,1,3.032707960344851,-1839653588
2,7,2,3.0626589003950357,-1839653588
2,7,3,2.6858029570430517,-1839653588
2,7,4,2.6976177394390106,-1839653588
2,7,5,2.687342558056116,-1839653588
2,7,6,3.136546639725566,-1839653588
2,7,7,3.027972281910479,-1839653588
2,7,8,2.952504680491984,-1839653588
2,7,9,2.416740939952433,-1839653588
2,7,10,3.160181973129511,-1839653588
2,8,1,2.7561968248337507,-1839653588
2,8,2,2.2317122127860785,-1839653588
2,8,3,2.515055580995977,-1839653588
2,8,4,2.82021477073431,-1839653588
2,8,5,2.4055096181109548,-1839653588
2,8,6,2.4109793100506067,-1839653588
2,8,7,2.960349672473967,-1839653588
2,8,8,2.3976954771205783,-1839653588
2,8,9,2.334156866185367,-1839653588
2,8,10,2.886974493972957,-1839653588
2,9,1,2.632502102293074,-1839653588
2,9,2,2.8151377188041806,-1839653588
2,9,3,2.2641579527407885,-1839653588
2,9,4,2.7337629329413176,-1839653588
2,9,5,1.9996866434812546,-1839653588
2,9,6,2.00131225399673,-1839653588
2,9,7,1.9996373765170574,-1839653588
2,9,8,2.5414608009159565,-1839653588
2,9,9,2.3876321762800217,-1839653588
2,9,10,2.2823406727984548,-1839653588
2,10,1,2.431117686443031,-1839653588
2,10,2,2.2165534617379308,-1839653588
2,10,3,2.1100757755339146,-1839653588
2,10,4,2.4613282522186637,-1839653588
2,10,5,1.8369198366999626,-1839653588
2,10,6,2.6301448540762067,-1839653588
2,10,7,2.4498493671417236,-1839653588
2,10,8,2.362980051897466,-1839653588
2,10,9,2.53742600325495,-1839653588
2,10,10,2.27074156422168,-1839653588
2,11,1,2.073027750477195,-1839653588
2,11,2,2.227179710753262,-1839653588
2,11,3,2.025173781439662,-1839653588
2,11,4,2.259246195666492,-1839653588
2,11,5,1.8844626601785421,-1839653588
2,11,6,2.076051008887589,-1839653588
2,11,7,2.189679369330406,-1839653588
2,11,8,2.312372158281505,-1839653588
2,11,9,2.3926445776596665,-1839653588
2,11,10,1.9968423610553145,-1839653588
2,12,1,2.02933999709785,-1839653588
2,12,2,2.086686913855374,-1839653588
2,12,3,1.582859835587442,-1839653588
2,12,4,2.0032716430723667,-1839653588
2,12,5,2.1510661030188203,-1839653588
2,12,6,2.3334679380059242,-1839653588
2,12,7,2.053145382553339,-1839653588
2,12,8,1.9754680255427957,-1839653588
2,12,9,1.5735119162127376,-1839653588
2,12,10,2.162645007483661,-1839653588
2,13,1,1.9143385170027614,-1839653588
2,13,2,2.121649472042918,-1839653588
2,13,3,1.964714183472097,-1839653588
2,13,4,2.1483950363472104,-1839653588
2,13,5,1.9785797521471977,-1839653588
2,13,6,2.047779151238501,-1839653588
2,13,7,1.5714586833491921,-1839653588
2,13,8,1.931628824211657,-1839653588
2,13,9,2.0073375878855586,-1839653588
2,13,10,1.9348862525075674,-1839653588
2,14,1,2.118102228268981,-1839653588
2,14,2,1.6471794433891773,-1839653588
2,14,3,1.8727221805602312,-1839653588
2,14,4,1.714464521035552,-1839653588
2,14,5,2.090334128588438,-1839653588
2,14,6,1.6627598013728857,-1839653588
2,14,7,1.9390757586807013,-1839653588
2,14,8,1.3892090916633606,-1839653588
2,14,9,1.716381742618978,-1839653588
2,14,10,1.601051247678697,-1839653588
2,15,1,1.9402105892077088,-1839653588
2,15,2,1.6849760729819536,-1839653588
2,15,3,2.01942958496511,-1839653588
2,15,4,1.7275469098240137,-1839653588
2,15,5,1.7744870642200112,-1839653588
2,15,6,1.787880165502429,-1839653588
2,15,7,1.892794349230826,-1839653588
2,15,8,1.9243039097636938,-1839653588
2,15,9,1.9373201476410031,-1839653588
2,15,10,1.890589628368616,-1839653588
2,16,1,1.6820120308548212,-1839653588
2,16,2,1.9466843558475375,-1839653588
2,16,3,1.864668290130794,-1839653588
2,16,4,1.5422324938699603,-1839653588
2,16,5,1.5824266420677304,-1839653588
2,16,6,1.544335345737636,-1839653588
2,16,7,1.6358542134985328,-1839653588
2,16,8,1.9479877091944218,-1839653588
2,16,9,1.8984670918434858,-1839653588
2,16,10,1.486893073655665,-1839653588
2,17,1,1.819402634166181,-1839653588
2,17,2,1.7354270946234465,-1839653588
2,17,3,1.513025388121605,-1839653588
2,17,4,1.688793420791626,-1839653588
2,17,5,1.6655807849019766,-1839653588
2,17,6,1.7279855338856578,-1839653588
2,17,7,1.5262990556657314,-1839653588
2,17,8,1.8822459755465388,-1839653588
2,17,9,1.7404780741780996,-1839653588
2,17,10,1.6698416462168097,-1839653588
2,18,1,1.5521449921652675,-1839653588
2,18,2,1.4624908659607172,-1839653588
2,18,3,1.6751595847308636,-1839653588
2,18,4,1.3112249011173844,-1839653588
2,18,5,1.6758631756529212,-1839653588
2,18,6,1.624462079256773,-1839653588
2,18,7,1.6254075895994902,-1839653588
2,18,8,1.3403308745473623,-1839653588
2,18,9,1.76578657515347,-1839653588
2,18,10,1.8003547489643097,-1839653588
2,19,1,1.516029842197895,-1839653588
2,19,2,1.5085415318608284,-1839653588
2,19,3,1.6586835412308574,-1839653588
2,19,4,1.5883307065814734,-1839653588
2,19,5,1.6846097288653255,-1839653588
2,19,6,1.6198447505012155,-1839653588
2,19,7,1.6129592508077621,-1839653588
2,19,8,1.5625875825062394,-1839653588
2,19,9,1.7094520796090364,-1839653588
2,19,10,1.7616022480651736,-1839653588
2,20,1,1.7360910885035992,-1839653588
2,20,2,1.642782747745514,-1839653588
2,20,3,1.4628192773088813,-1839653588
2,20,4,1.4211281361058354,-1839653588
2,20,5,1.7634929921478033,-1839653588
2,20,6,1.660457456484437,-1839653588
2,20,7,1.5347096091136336,-1839653588
2,20,8,1.720252881757915,-1839653588
2,20,9,1.6473977640271187,-1839653588
2,20,10,1.5081356968730688,-1839653588
