0,0.000040,0.085210,send
1,0.000050,0.085210,recv
2,0.000060,0.170370,recv
1,0.085210,0.170370,send
3,0.000070,0.255530,recv
2,0.170370,0.255530,send
4,0.000080,0.340690,recv
3,0.255530,0.340690,send
